_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1035627,4155753,2017.0,2017.0,1992.0,PRIVATE,11,University-Rosedale,336 CLINTON ST,3,17,2017-10-18,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,S1133,43.6627487004,-79.4174033542,311445.983,4835647.429
1035628,4155662,2017.0,2017.0,1971.0,PRIVATE,4,Parkdale-High Park,22 CLOSE AVE,23,293,2017-10-18,69,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,S0437,43.6344400002,-79.4339017768,310117.834,4832501.284
1035629,4153144,2017.0,2017.0,1994.0,SOCIAL HOUSING,10,Spadina-Fort York,138 CLAREMONT ST,3,18,2017-10-18,58,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,,S1022,43.6499453573,-79.411506674,311923.107,4834225.424
1035630,4154924,2017.0,2017.0,1963.0,PRIVATE,16,Don Valley East,1230 YORK MILLS RD,4,38,2017-10-18,66,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,,4.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,,N1622,43.7603691102,-79.3311358392,318381.521,4846503.05
1035631,4152749,2017.0,2017.0,1967.0,PRIVATE,21,Scarborough Centre,945 MIDLAND AVE,13,149,2017-10-17,66,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,E2134,43.7370346448,-79.2585189025,324236.128,4843925.117
1035632,4154974,2017.0,2017.0,1929.0,SOCIAL HOUSING,12,Toronto-St. Paul's,175 VAUGHAN RD,4,29,2017-10-17,77,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1229,43.6862643144,-79.4217422251,311093.57,4838259.553
1035633,4154983,2017.0,2017.0,1952.0,PRIVATE,12,Toronto-St. Paul's,194 VAUGHAN RD,4,22,2017-10-17,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,4.0,2.0,3.0,3.0,3.0,,4.0,3.0,,S1229,43.6868615929,-79.4228739886,311002.268,4838325.831
1035634,4154979,2017.0,2017.0,1930.0,PRIVATE,12,Toronto-St. Paul's,205 VAUGHAN RD,3,46,2017-10-17,69,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,4.0,4.0,2.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,,3.0,4.0,,S1229,43.6873886469,-79.42234279510001,311045.04,4838384.429
1035635,4154988,2017.0,2017.0,1926.0,PRIVATE,12,Toronto-St. Paul's,231 VAUGHAN RD,4,52,2017-10-17,64,Evaluation needs to be conducted in 1 year,14,3.0,3.0,3.0,3.0,,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S1229,43.6880599836,-79.42414197789999,310899.92600000004,4838458.881
1035636,4154996,2017.0,2017.0,1940.0,PRIVATE,12,Toronto-St. Paul's,261 VAUGHAN RD,3,33,2017-10-17,75,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,3.0,3.0,4.0,,3.0,4.0,,S1229,43.6888528709,-79.4258553114,310761.723,4838546.846
1035637,4155103,2017.0,2017.0,1950.0,PRIVATE,5,York South-Weston,98 TRETHEWEY DR,3,10,2017-10-17,44,Building Audit,16,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,2.0,2.0,5.0,2.0,2.0,2.0,,2.0,2.0,,W0532,43.6934431734,-79.4823929149,306203.767,4839054.32
1035638,4155102,2017.0,2017.0,1950.0,PRIVATE,5,York South-Weston,100 TRETHEWEY DR,3,11,2017-10-17,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,4.0,3.0,5.0,2.0,3.0,3.0,,3.0,3.0,,W0532,43.6932514595,-79.4827536797,306174.69,4839033.016
1035639,4155110,2017.0,2017.0,1957.0,PRIVATE,5,York South-Weston,102 TRETHEWEY DR,4,30,2017-10-17,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,W0532,43.69311770149999,-79.4834759702,306116.469,4839018.146000001
1035640,4155552,2017.0,2017.0,1957.0,PRIVATE,3,Etobicoke-Lakeshore,22 A LONG BRANCH AVE,3,11,2017-10-17,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,4.0,4.0,2.0,,4.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,W0334,43.590295276599996,-79.5324909265,302160.876,4827595.512
1035641,4154819,2017.0,2017.0,1968.0,PRIVATE,17,Don Valley North,225 VAN HORNE AVE,13,153,2017-10-17,67,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,N1727,43.7869738317,-79.3519406664,316701.12100000004,4849455.572
1035642,4154820,2017.0,2017.0,1969.0,PRIVATE,17,Don Valley North,335 VAN HORNE AVE,14,125,2017-10-17,73,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,N1727,43.78732482,-79.350960418,316779.945,4849494.702
1035643,4152965,2017.0,2017.0,1957.0,PRIVATE,4,Parkdale-High Park,130 TYNDALL AVE,5,37,2017-10-17,60,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,2.0,3.0,,4.0,3.0,,3.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0437,43.6378675818,-79.4294602213,310475.906,4832882.331
1035644,4152732,2017.0,2017.0,1956.0,PRIVATE,21,Scarborough Centre,2 TREEWOOD ST,7,82,2017-10-17,66,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,,E2129,43.754044973999996,-79.265154241,323696.081,4845814.301
1035645,4154725,2017.0,2017.0,1970.0,PRIVATE,18,Willowdale,755 STEELES AVE W,15,194,2017-10-17,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,,N1821,43.79282799600001,-79.44165411899999,309479.81899999996,4850097.949
1035646,4154634,2017.0,2017.0,1972.0,PRIVATE,6,York Centre,1875 STEELES AVE W,4,120,2017-10-17,58,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,N0622,43.787093865,-79.467715903,307382.726,4849459.76
1035647,4155752,2017.0,2017.0,1950.0,PRIVATE,3,Etobicoke-Lakeshore,1 SUPERIOR AVE,4,23,2017-10-17,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,2.0,2.0,,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,W0336,43.6148862856,-79.48695961109999,305836.877,4830327.051
1035648,4154680,2017.0,2017.0,1956.0,PRIVATE,8,Eglinton-Lawrence,161 WILSON AVE,4,56,2017-10-17,74,Evaluation needs to be conducted in 2 years,20,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,N0824,43.7399203058,-79.42005527229999,311223.909,4844220.57
1035649,4154666,2017.0,2017.0,1955.0,PRIVATE,8,Eglinton-Lawrence,215 WILSON AVE,3,26,2017-10-17,69,Evaluation needs to be conducted in 2 years,16,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,,N0824,43.738584484300006,-79.4263900069,310713.799,4844071.732
1035650,4154675,2017.0,2017.0,1957.0,PRIVATE,8,Eglinton-Lawrence,222 WILSON AVE,3,11,2017-10-17,67,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,,N0821,43.739213175100005,-79.4260843237,310738.359,4844141.595
1035651,4154665,2017.0,2017.0,1960.0,PRIVATE,8,Eglinton-Lawrence,225 WILSON AVE,3,20,2017-10-17,67,Evaluation needs to be conducted in 2 years,18,4.0,3.0,1.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0824,43.738182412700006,-79.427971659,310586.433,4844026.954
1035652,4156619,2017.0,2017.0,1965.0,PRIVATE,16,Don Valley East,2 WINGREEN CRT,3,11,2017-10-17,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,4.0,4.0,,2.0,,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,N1624,43.73952173520001,-79.342024827,,
1035653,4154797,2017.0,2017.0,1965.0,PRIVATE,16,Don Valley East,6 WINGREEN CRT,3,11,2017-10-17,69,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,N1624,43.739250167,-79.3428089774,317446.031,4844155.022
1035654,4156613,2017.0,2017.0,1965.0,PRIVATE,16,Don Valley East,8 WINGREEN CRT,3,11,2017-10-17,67,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,N1624,43.739178679,-79.3433554999,,
1035655,4156634,2017.0,2017.0,1965.0,PRIVATE,16,Don Valley East,9 WINGREEN CRT,3,11,2017-10-17,56,Evaluation needs to be conducted in 1 year,16,3.0,3.0,2.0,2.0,2.0,2.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,,N1624,43.7386011415,-79.34322632029999,317412.553,4844082.855
1035656,4154254,2017.0,2017.0,1961.0,PRIVATE,7,Humber River-Black Creek,3266 WESTON RD,4,59,2017-10-17,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0727,43.7407950655,-79.5403431231,301535.061,4844315.545
1035657,4154253,2017.0,2017.0,1961.0,PRIVATE,7,Humber River-Black Creek,3286 WESTON RD,4,55,2017-10-17,74,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,,W0727,43.7416741492,-79.54061124340001,301513.51300000004,4844413.218
1035658,4154569,2017.0,2017.0,1960.0,PRIVATE,6,York Centre,415 WILSON AVE,3,10,2017-10-17,59,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,,3.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,,N0633,43.7360202186,-79.4393431716,309670.63300000003,4843786.018
1035659,4154368,2017.0,2017.0,1953.0,PRIVATE,6,York Centre,825 WILSON AVE,3,11,2017-10-17,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,4.0,2.0,4.0,,3.0,,,2.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,,N0632,43.7315326231,-79.46180938479999,307861.13,4843286.382
1035660,4154367,2017.0,2017.0,1953.0,PRIVATE,6,York Centre,827 WILSON AVE,3,11,2017-10-17,69,Evaluation needs to be conducted in 2 years,15,4.0,3.0,3.0,3.0,2.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,,N0632,43.7314312704,-79.4622110913,307828.773,4843275.107
1035661,4154366,2017.0,2017.0,1953.0,PRIVATE,6,York Centre,829 WILSON AVE,3,11,2017-10-17,69,Evaluation needs to be conducted in 2 years,15,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,2.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,,N0632,43.7313244643,-79.4626281636,307795.179,4843263.226
1035662,4154364,2017.0,2017.0,1960.0,PRIVATE,6,York Centre,833 WILSON AVE,3,12,2017-10-17,67,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,,N0632,43.7311624892,-79.4634709632,307727.291,4843245.201
1035663,4154363,2017.0,2017.0,1960.0,PRIVATE,6,York Centre,835 WILSON AVE,3,12,2017-10-17,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,3.0,3.0,4.0,,3.0,3.0,,N0632,43.7310655422,-79.46388483300001,307693.95399999997,4843234.416
1035664,4154379,2017.0,2017.0,1960.0,PRIVATE,6,York Centre,921 WILSON AVE,4,44,2017-10-17,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,,,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,,N0632,43.729940785,-79.468234305,307334.305,4843095.036
1035665,4156446,2017.0,2017.0,1972.0,PRIVATE,15,Don Valley West,140 ERSKINE AVE,29,493,2017-10-17,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,N1526,43.712415376,-79.393778924,313344.04600000003,4841168.362
1035666,4154830,2017.0,2017.0,1966.0,PRIVATE,17,Don Valley North,20 ESTERBROOKE AVE,15,134,2017-10-17,65,Evaluation needs to be conducted in 1 year,19,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,N1727,43.7798043698,-79.3506939201,316802.87100000004,4848659.234
1035667,4154829,2017.0,2017.0,1966.0,PRIVATE,17,Don Valley North,30 ESTERBROOKE AVE,15,163,2017-10-17,68,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,N1727,43.779318806899994,-79.3498546485,316870.531,4848605.407
1035668,4154825,2017.0,2017.0,1965.0,PRIVATE,17,Don Valley North,35 ESTERBROOKE AVE,16,218,2017-10-17,69,Evaluation needs to be conducted in 2 years,19,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,N1727,43.7784516563,-79.3501562964,316846.419,4848509.027
1035669,4153143,2017.0,2017.0,1930.0,PRIVATE,10,Spadina-Fort York,115 EUCLID AVE,3,16,2017-10-17,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1022,43.6494076571,-79.4085775875,312159.435,4834165.952
1035670,4155041,2017.0,2017.0,1955.0,PRIVATE,8,Eglinton-Lawrence,1490 EGLINTON AVE W,4,34,2017-10-17,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,4.0,2.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0831,43.6981168907,-79.4403546526,309592.14,4839575.093
1035671,4153526,2017.0,2017.0,1960.0,PRIVATE,13,Toronto Centre,10 HUNTLEY ST,20,116,2017-10-17,65,Evaluation needs to be conducted in 1 year,19,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,S1322,43.668602291400006,-79.37821746270001,314605.424,4836301.5819999995
1035672,4153548,2017.0,2017.0,1973.0,PRIVATE,13,Toronto Centre,77 HUNTLEY ST,29,561,2017-10-17,64,Evaluation needs to be conducted in 1 year,17,4.0,3.0,4.0,3.0,,3.0,3.0,2.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,S1322,43.6716230916,-79.37873126689999,314563.49199999997,4836637.12
1035673,4156090,2017.0,2017.0,1972.0,PRIVATE,15,Don Valley West,110 ERSKINE AVE,23,227,2017-10-17,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N1526,43.712248415,-79.395183727,313266.809,4841146.653
1035674,4169166,2017.0,2017.0,1960.0,SOCIAL HOUSING,8,Eglinton-Lawrence,1674 EGLINTON AVE W,4,40,2017-10-17,65,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,N0831,43.6970039967,-79.4454317501,309182.971,4839451.174
1035675,4154247,2017.0,2017.0,1970.0,PRIVATE,7,Humber River-Black Creek,2397 FINCH AVE W,11,121,2017-10-17,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,W0727,43.751182532,-79.544580941,301194.093,4845470.67
1035676,4154278,2017.0,2017.0,1971.0,PRIVATE,7,Humber River-Black Creek,2600 FINCH AVE W,7,113,2017-10-17,66,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,,W0722,43.748128033,-79.563243432,299690.887,4845132.328
1035677,4155111,2017.0,2017.0,1958.0,PRIVATE,5,York South-Weston,85 CLEARVIEW HTS,3,35,2017-10-17,57,Evaluation needs to be conducted in 1 year,15,2.0,3.0,3.0,3.0,2.0,3.0,,2.0,,,3.0,3.0,5.0,3.0,2.0,3.0,,3.0,3.0,,W0532,43.692772378,-79.483091733,306147.185,4838980.741
1035678,4155554,2017.0,2017.0,1963.0,PRIVATE,3,Etobicoke-Lakeshore,45 FORTY SECOND ST,4,53,2017-10-17,59,Evaluation needs to be conducted in 1 year,17,3.0,2.0,2.0,3.0,3.0,4.0,,3.0,3.0,,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,,W0334,43.5882763733,-79.5428127838,301327.297,4827371.595
1035679,4154833,2017.0,2017.0,1970.0,PRIVATE,17,Don Valley North,30 GODSTONE RD,15,174,2017-10-17,69,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,N1727,43.7814235784,-79.3473574848,317071.105,4848839.609
1035680,4154371,2017.0,2017.0,1956.0,PRIVATE,6,York Centre,4 HARTHAM PL,3,12,2017-10-17,73,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,4.0,4.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,,N0632,43.7299426047,-79.4600970756,307999.17,4843109.808999999
1035681,4154373,2017.0,2017.0,1959.0,PRIVATE,6,York Centre,5 HARTHAM PL,3,26,2017-10-17,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,4.0,3.0,4.0,,3.0,,,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,4.0,,N0632,43.729609977799996,-79.45935772680001,308058.755,4843072.886
1035682,4154013,2017.0,2017.0,1900.0,PRIVATE,8,Eglinton-Lawrence,487 DUPLEX AVE,3,36,2017-10-17,53,Evaluation needs to be conducted in 1 year,16,2.0,3.0,3.0,2.0,2.0,2.0,,3.0,,2.0,2.0,2.0,5.0,3.0,2.0,2.0,,4.0,3.0,,N0833,43.710114718199996,-79.4005329944,312800.334,4840911.145
1035683,4152734,2017.0,2017.0,1967.0,PRIVATE,21,Scarborough Centre,1175 ELLESMERE RD,5,65,2017-10-17,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2129,43.7676449772,-79.2698659258,323312.731,4847323.217
1035684,4156719,2017.0,2017.0,1900.0,PRIVATE,11,University-Rosedale,359 DAVENPORT RD,4,17,2017-10-17,52,Evaluation needs to be conducted in 1 year,15,3.0,2.0,3.0,3.0,2.0,3.0,,2.0,,,2.0,3.0,5.0,2.0,2.0,2.0,,2.0,3.0,,S1127,,,312666.71,4837037.335
1035685,4154778,2017.0,2017.0,1966.0,PRIVATE,16,Don Valley East,1059 DON MILLS RD,6,70,2017-10-17,65,Evaluation needs to be conducted in 1 year,20,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,N1627,43.7346398069,-79.3419288019,317517.899,4843642.953
1035686,4154016,2017.0,2017.0,1955.0,PRIVATE,8,Eglinton-Lawrence,132 CASTLEFIELD AVE,4,26,2017-10-17,71,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,3.0,4.0,4.0,,3.0,,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,,N0833,43.7107762101,-79.4059080075,312367.109,4840984.1110000005
1035687,4154806,2017.0,2017.0,1993.0,SOCIAL HOUSING,16,Don Valley East,2020 DON MILLS RD,14,221,2017-10-17,68,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,N1621,43.762792748100004,-79.34783723529999,317036.265,4846769.7360000005
1035688,4153881,2017.0,2017.0,1967.0,PRIVATE,12,Toronto-St. Paul's,4 DEER PARK CRES,13,59,2017-10-17,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1232,43.6878705594,-79.3990127319,312925.863,4838439.962
1035689,4153873,2017.0,2017.0,1965.0,PRIVATE,12,Toronto-St. Paul's,9 DEER PARK CRES,17,95,2017-10-17,73,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,S1232,43.6881074516,-79.3979987112,313007.575,4838466.377
1035690,4154818,2017.0,2017.0,1969.0,PRIVATE,17,Don Valley North,12 DEERFORD RD,12,137,2017-10-17,67,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,N1727,43.786127991,-79.35066942,316803.339,4849362.734
1035691,4154015,2017.0,2017.0,1955.0,PRIVATE,8,Eglinton-Lawrence,80 CASTLEFIELD AVE,3,17,2017-10-17,61,Evaluation needs to be conducted in 1 year,16,3.0,4.0,3.0,2.0,3.0,2.0,,3.0,,3.0,3.0,2.0,5.0,3.0,3.0,3.0,,4.0,3.0,,N0833,43.7112480304,-79.403629987,312550.619,4841036.746
1035692,4153377,2017.0,2017.0,2005.0,PRIVATE,10,Spadina-Fort York,50 PORTLAND ST,10,232,2017-10-17,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1032,43.64339526,-79.399965439,312863.723,4833483.933
1035693,4155293,2017.0,2017.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,69 OLD MILL TER,4,26,2017-10-17,60,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,3.0,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0327,43.6497102952,-79.498711457,304888.256,4834195.725
1035694,4153935,2017.0,2017.0,1960.0,PRIVATE,12,Toronto-St. Paul's,120 ORIOLE PKWY,5,34,2017-10-17,60,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S1226,43.6961891471,-79.4030049168,312602.92600000004,4839363.78
1035695,4154004,2017.0,2017.0,1930.0,PRIVATE,12,Toronto-St. Paul's,484 ORIOLE PKWY,3,18,2017-10-17,65,Evaluation needs to be conducted in 1 year,17,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,S1227,43.70424134939999,-79.406228883,312342.047,4840258.076
1035696,4154003,2017.0,2017.0,1930.0,PRIVATE,12,Toronto-St. Paul's,486 ORIOLE PKWY,3,21,2017-10-17,65,Evaluation needs to be conducted in 1 year,17,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,S1227,43.704467093599995,-79.4062239915,312342.413,4840283.156
1035697,4155062,2017.0,2017.0,1965.0,PRIVATE,8,Eglinton-Lawrence,370 RIDELLE AVE,28,214,2017-10-17,65,Evaluation needs to be conducted in 1 year,19,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,,2.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,N0831,43.7046374432,-79.440751474,309559.647,4840299.426
1035698,4154674,2017.0,2017.0,1992.0,SOCIAL HOUSING,8,Eglinton-Lawrence,262 RIDLEY BLVD,8,111,2017-10-17,67,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,,2.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,N0821,43.7399850336,-79.423996848,310906.417,4844227.477
